time,temp,hum,press,level,gap,force,position,speed,rpm,deviation
1874,563,257,676,718,993,723,211.0537,569.5183,865.863,80.1669
1875,821,711,288,420,198,480,735.2347,832.0133,198.1785,580.7935
1876,601,3,676,43,443,485,858.0421,836.6395,568.2956,348.9138
1877,803,791,612,385,640,104,282.9922,769.8341,800.1389,629.8079
1878,56,315,973,703,762,64,636.5141,941.3767,585.037,212.69
1879,840,651,765,569,747,896,401.194,438.2916,827.2966,21.0623
1880,971,530,599,21,803,315,467.7659,445.3117,539.7232,144.8997
1881,224,54,574,775,585,52,805.1823,462.8368,231.5607,820.377
1882,349,494,341,722,420,123,951.8852,359.6962,733.5513,248.98
1883,70,168,835,524,29,221,495.4958,667.3457,739.5068,612.7963
1884,97,802,683,525,424,740,55.9747,757.0258,367.9695,528.9399
1885,870,85,441,935,286,248,957.3332,613.0214,785.0088,529.9032
1886,811,888,388,648,83,809,95.4516,138.0469,223.6637,278.4899
1887,23,419,63,111,62,89,687.4519,500.2683,536.2498,95.1639
1888,7,101,709,949,572,916,456.1113,499.3072,988.1569,614.3586
1889,440,149,576,659,264,571,733.8591,933.9312,564.8551,392.1615
1890,910,306,987,351,525,676,194.8719,427.6455,739.0376,352.3468
1891,721,692,333,529,699,256,169.9253,180.248,158.0949,820.6828
1892,249,219,773,556,349,277,529.6936,584.9656,638.8821,766.7804
1893,875,454,431,412,534,616,464.6409,415.5469,663.3486,710.3901
1894,829,199,199,476,114,65,318.4969,103.2436,60.3905,667.9025
1895,824,732,454,800,971,590,5.0757,947.9128,467.0813,765.0106
1896,856,698,500,878,447,130,679.1483,410.1657,585.1304,286.7659
1897,557,184,612,774,377,922,486.0192,132.2865,257.0308,358.2741
1898,505,685,668,325,697,595,585.154,550.3746,364.0753,21.3442
1899,537,74,658,627,366,983,491.9401,325.4626,522.5439,557.0326
1900,679,614,714,338,704,439,10.8681,326.3824,830.7065,430.6678
1901,240,338,379,603,148,739,181.7792,849.2273,744.757,144.6035
1902,890,211,85,800,79,304,133.8881,977.4043,692.7738,479.4248
1903,540,763,886,471,107,315,709.1887,812.9059,329.338,33.8193
1904,922,256,499,476,411,392,863.1992,414.5906,881.5049,998.4421
1905,119,464,55,728,433,333,932.7449,999.812,936.5272,155.0282
1906,313,720,635,827,891,472,670.4286,571.9881,334.8072,775.9366
1907,267,461,49,598,71,955,502.5351,38.5985,537.2961,148.7435
1908,870,154,925,628,697,294,309.0526,160.4212,122.7937,483.2852
1909,328,287,896,486,503,452,138.6849,558.3203,537.7721,169.0596
1910,512,289,604,421,871,699,251.2176,819.2569,928.0264,369.5991
1911,920,506,786,713,677,789,12.8603,449.8779,869.3933,110.3741
1912,913,578,624,926,260,760,969.7487,582.9187,89.7713,549.9348
1913,188,788,699,100,517,545,549.8189,786.5744,512.8755,854.3607
1914,657,826,881,175,332,34,80.0494,627.6379,499.569,120.0989
1915,376,274,163,863,717,299,807.4823,542.3488,9.6823,411.7392
1916,539,394,906,707,719,624,110.2535,647.0177,442.6539,324.5392
1917,650,199,859,119,247,676,354.7279,422.1419,239.6364,282.0156
1918,654,459,186,670,843,812,625.9095,104.6314,224.2093,784.9918
1919,471,35,684,68,867,446,615.3207,999.7259,273.9868,695.4175
1920,466,899,384,87,574,754,708.2222,795.1696,146.0786,49.0033
1921,322,400,191,171,676,468,708.4106,586.4517,252.7814,647.6018
1922,820,338,188,499,602,503,945.8815,734.6864,275.4126,207.6378
1923,575,515,960,564,159,315,253.6903,806.9665,709.911,420.5839
1924,152,308,390,960,408,768,442.2756,948.7215,597.5859,316.52
1925,585,966,828,340,695,358,551.177,574.2231,702.5551,971.2432
1926,504,77,782,838,311,224,903.6744,861.9827,90.4826,538.4068
1927,845,809,938,621,613,766,576.4543,644.5831,51.183,941.8446
1928,896,304,939,250,229,44,269.7527,790.9106,680.5718,873.8071
1929,826,526,163,427,66,942,770.0877,161.9072,559.9713,200.669
1930,43,289,286,598,470,471,346.4326,757.8934,606.9874,229.3226
1931,40,291,783,120,642,593,136.5463,131.2458,644.2979,203.3571
1932,462,687,982,565,739,479,736.4169,226.0947,597.4556,129.109
1933,814,821,929,352,778,277,932.7478,855.4628,230.7648,524.2814
1934,818,882,914,685,994,878,381.7192,643.6957,465.4798,307.4259
1935,610,623,685,163,608,249,4.053,34.7669,105.8281,68.6297
1936,97,968,942,966,66,996,251.4079,679.3043,378.5236,906.4315
1937,222,519,148,33,166,659,51.2666,566.2441,179.52,632.0015
1938,661,617,995,984,368,501,987.6805,129.6871,936.3616,173.5138
1939,909,169,421,6,454,242,588.2449,21.8869,796.7608,195.3313
1940,164,731,188,199,454,870,601.8291,358.1206,256.3553,872.5771
1941,847,283,125,238,139,728,20.5788,656.3145,123.9769,900.4317
1942,433,776,904,293,594,925,11.2168,650.7991,353.7977,889.8521
1943,174,993,158,926,485,174,343.253,223.7811,655.4354,428.9091
1944,533,276,179,828,974,502,53.537,1000.1732,830.5182,601.249
1945,508,113,526,240,796,147,144.2119,266.2854,136.0907,783.4906
1946,657,460,664,991,987,308,334.9105,126.367,796.9175,708.4404
1947,282,918,363,724,139,978,243.6304,155.6934,922.3585,167.9063
1948,528,685,60,69,275,769,936.9397,128.9032,777.6405,85.7175
1949,809,250,185,693,781,128,464.5921,686.0396,370.0322,533.2619
1950,643,630,683,640,893,919,848.7834,115.0082,974.6591,522.2546
1951,661,8,793,587,385,333,757.2193,326.4018,22.1246,906.2068
1952,919,323,279,15,812,832,711.5053,197.2458,499.197,969.0873
1953,679,435,774,293,102,246,62.7041,536.1245,730.8003,675.2587
1954,749,144,503,331,119,339,762.9131,677.6457,394.0211,83.8556
1955,969,354,573,15,220,155,372.5478,867.652,951.2152,88.7922
1956,514,244,69,255,171,761,244.9307,41.8998,96.8683,564.1124
1957,116,926,320,844,458,97,321.9926,709.7955,593.5484,962.5701
1958,50,94,247,555,390,971,969.7729,926.0399,680.9211,158.5952
1959,525,408,155,393,194,862,845.2736,117.402,904.6999,68.3289
1960,396,769,758,915,859,566,739.3901,887.0879,212.2577,912.4949
1961,853,472,486,51,845,783,284.4582,865.5802,824.6773,9.4403
1962,381,736,760,289,826,183,976.3381,717.6518,850.0033,523.1436
1963,555,948,453,70,99,701,780.0664,133.0064,522.0268,837.7799
1964,462,656,51,783,5,502,725.4798,212.1842,112.8887,7.3646
1965,806,8,753,830,89,794,537.9435,881.6283,789.9146,274.3924
1966,14,183,605,215,422,585,805.604,167.0746,86.7406,282.2012
1967,324,645,89,382,439,880,387.0834,257.235,962.3734,442.1288
1968,307,134,538,787,805,621,988.5135,736.5791,213.528,830.3044
1969,790,95,567,286,575,432,221.048,908.9776,222.3068,575.2102
1970,992,534,597,573,126,311,944.924,611.4279,223.3267,187.8973
1971,857,548,305,217,419,902,566.1728,53.9675,622.6112,892.7751
1972,470,763,659,308,225,48,838.9943,795.9451,414.1926,205.6594
1973,284,445,449,274,361,748,410.0008,927.8042,861.1388,745.2275
1974,639,299,606,877,248,996,753.1445,401.7471,683.9276,443.3099
1975,995,147,732,980,118,269,863.8568,704.315,843.3494,586.6912
1976,387,111,258,19,838,325,742.4491,827.916,934.1257,806.4943
1977,127,700,830,592,345,934,434.838,553.1337,905.0632,995.9171
1978,375,813,384,663,558,996,718.2998,46.9628,663.3162,45.9183
1979,638,411,148,688,322,208,838.1892,924.7406,959.1545,883.6142
1980,484,323,593,461,318,786,467.2069,813.3644,729.4774,500.3275
1981,295,291,641,238,445,854,751.5985,937.3675,599.6714,789.2324
1982,835,168,479,475,737,674,627.4327,195.1564,291.8342,865.1529
1983,284,784,956,216,578,953,761.9639,646.2381,572.9713,34.4031
1984,673,509,114,179,881,545,700.6218,829.1287,657.9749,434.1007
1985,525,694,1,13,456,438,927.0515,939.954,182.9689,261.5983
1986,135,556,550,170,538,484,973.0064,486.0371,524.0285,197.042
1987,757,890,723,339,881,19,997.2351,229.513,299.8251,647.4753
1988,139,937,18,255,19,677,860.0539,138.4206,273.2884,382.2059
1989,11,329,798,245,48,32,881.7293,912.9281,556.8133,568.4742
1990,983,458,498,777,159,304,20.8626,405.6331,93.6194,111.2361
1991,366,43,195,120,833,942,834.6403,854.1436,135.3867,474.0344
1992,438,937,64,975,267,650,938.6608,911.4776,962.2958,548.5274
1993,954,811,539,286,744,679,419.7239,28.076,560.3334,57.1733
1994,589,795,365,602,875,904,999.4363,744.6721,252.0374,92.1246
1995,764,185,525,44,995,416,818.8603,175.2255,364.2482,632.3803
1996,421,225,570,931,790,960,639.5638,900.942,477.9142,690.125
1997,997,65,842,635,961,944,225.9633,520.5591,272.1967,538.3552
1998,644,456,452,213,921,690,370.0708,412.9462,832.6024,872.5412
1999,369,632,622,892,946,527,974.3303,363.5653,817.7029,581.7052
2000,490,246,179,731,911,649,912.7589,673.6204,888.2538,494.6897
2001,157,841,524,798,875,105,246.1202,763.8972,995.3796,684.9685
2002,894,429,287,282,384,288,637.8517,892.5101,517.8456,703.6925
2003,465,556,767,124,514,102,135.8196,559.0591,535.9037,413.5797
2004,891,211,448,330,439,380,776.0827,995.5754,838.7712,390.6779
2005,98,490,791,756,75,355,841.7135,301.9464,447.8154,687.8584
2006,482,562,804,600,102,121,371.545,876.3459,649.218,775.8035
2007,521,468,62,717,934,78,697.5813,632.2077,101.2656,780.4035
2008,160,980,576,241,873,19,207.7056,947.6442,324.8401,940.0409
2009,715,564,433,129,45,324,872.0516,601.0346,773.9521,640.0338
2010,457,817,714,682,88,809,324.11,448.7543,21.8957,566.6675
2011,860,551,476,140,472,196,648.779,88.434,518.8495,905.4749
2012,952,879,858,989,371,253,368.4034,380.8373,489.7923,309.0701
2013,432,242,1,251,782,867,61.379,459.8824,523.334,28.7649
2014,871,313,116,243,820,561,276.8185,937.7889,382.7139,858.1667
2015,213,503,621,263,107,286,455.465,730.2526,268.055,949.7416
2016,728,172,44,814,864,973,140.412,933.5609,453.6101,905.9429
2017,899,223,463,691,3,293,5.6049,172.228,990.4533,836.3679
2018,873,583,686,720,970,780,912.2049,499.257,504.2121,989.0788
2019,709,641,861,866,4,987,845.4532,260.4839,68.1539,657.5061
2020,356,830,444,943,122,965,647.3187,385.7683,30.7454,765.2231
2021,662,424,115,38,783,668,613.4703,409.5215,710.0046,229.7396
2022,175,322,743,840,578,419,268.9649,398.5085,50.6274,242.4982
2023,662,65,445,290,521,359,519.0316,123.8686,121.2849,539.8995
2024,885,721,495,588,4,830,781.8127,17.5635,824.6318,826.3458
2025,280,192,987,133,740,185,928.658,22.8494,679.1724,251.8472
2026,794,432,665,767,185,551,576.9081,433.6302,291.6103,405.7251
2027,356,658,622,929,553,509,981.9521,663.7749,585.7196,975.5943
2028,35,838,81,153,792,151,234.1964,703.8396,392.711,568.1162
2029,248,637,28,997,198,874,614.5968,733.5153,544.3344,985.5488
2030,981,300,55,927,206,598,765.8206,274.147,52.9119,570.6543
2031,159,937,256,377,101,874,992.1095,98.717,135.4331,408.9011
2032,111,352,270,681,787,727,126.7068,764.5967,982.4774,342.3289
2033,149,593,927,819,517,536,64.6823,612.6916,264.4657,505.224
2034,747,288,392,157,365,757,341.9521,251.9904,169.0632,247.3448
2035,825,834,593,378,314,665,359.9091,422.697,481.0754,379.5346
2036,697,630,500,292,122,662,557.5908,921.4712,242.2116,570.4867
2037,583,622,858,341,830,673,609.6057,920.613,964.289,905.4659
2038,701,532,771,888,855,739,568.7956,164.4734,620.9095,213.0368
2039,949,752,952,670,939,502,493.8263,877.2847,752.2945,536.0538
2040,582,390,508,559,762,275,543.6122,224.4315,857.7613,905.6747
2041,664,831,540,866,203,463,667.7875,176.5435,881.5055,762.2856
2042,689,173,732,54,37,220,562.2986,271.4422,419.099,42.5334
2043,150,935,363,244,376,157,900.353,318.1566,980.0693,215.9786
2044,171,157,930,239,340,193,795.4135,545.7605,301.5338,651.4602
2045,450,243,358,897,454,883,403.6333,588.0794,621.0184,812.4433
2046,459,96,296,169,444,173,927.1967,563.1133,901.2592,367.1635
2047,243,239,267,544,549,171,747.3718,511.0329,34.3977,144.2978
2048,633,875,811,202,503,41,109.5647,936.0662,176.5935,849.9337
2049,723,602,430,695,542,484,245.8653,290.483,389.9404,156.6239
2050,835,593,184,471,133,494,111.1013,688.013,268.601,832.1236
2051,496,190,294,30,164,678,808.7108,40.653,583.2162,578.4692
2052,11,618,971,334,791,537,922.3141,816.0293,747.4947,657.9662
2053,482,938,46,818,78,485,615.7381,936.8275,626.815,50.8579
2054,109,639,220,868,234,526,441.3699,933.7188,843.6245,218.0844
2055,301,988,47,40,412,168,785.0202,79.024,887.3489,328.0932
2056,634,269,626,403,643,810,549.8043,606.239,673.9095,76.4779
2057,823,331,367,563,557,854,264.7638,682.8407,643.8649,622.8589
2058,40,439,55,668,945,765,155.0178,756.3102,576.7429,659.6059
2059,394,227,710,854,328,190,466.0754,862.6825,389.2599,374.9219
2060,727,571,873,870,523,96,380.3344,344.3699,132.4199,935.251
2061,950,516,42,473,797,599,350.0316,933.5937,906.4063,124.4121
2062,943,772,312,962,435,952,690.1251,70.0565,627.018,993.2684
2063,830,83,915,250,158,400,480.7541,420.8026,952.7537,907.2213
2064,99,118,219,278,317,421,789.2303,568.8803,238.8819,81.0731
2065,438,87,161,926,396,693,594.6559,731.318,17.5163,349.7894
2066,722,976,84,463,327,652,707.9974,646.3461,638.0216,756.3179
2067,931,687,505,928,351,709,897.2731,950.6358,396.8417,943.7573
2068,886,822,644,159,528,174,863.9238,858.7994,272.9839,371.6821
2069,664,631,443,660,21,397,186.2641,992.5825,484.3395,280.2476
2070,838,853,617,743,26,78,840.3217,556.4028,998.0475,429.9823
2071,667,808,999,873,8,129,576.1654,693.3451,508.3771,302.2289
2072,487,382,406,540,550,729,117.7844,419.8766,408.6191,741.64
2073,765,771,959,306,232,94,908.1262,95.8229,388.276,532.8304
2074,153,811,302,306,348,750,409.2543,896.4818,395.8272,647.2269
2075,745,662,523,414,425,154,744.4154,359.2064,984.3924,966.3718
2076,632,140,540,29,107,993,541.1612,551.0081,925.8978,169.3773
2077,235,503,152,537,619,948,183.5837,979.6022,203.193,275.546
2078,976,726,968,408,64,469,701.495,639.0723,55.0809,218.6716
2079,518,200,970,797,617,589,70.4816,313.1162,884.0087,690.538
2080,207,840,4,676,404,23,619.8178,77.416,566.4715,450.3096
2081,710,451,136,392,269,296,851.1335,780.2395,842.1771,132.144
2082,406,218,970,641,703,66,50.9494,558.7778,937.8649,279.0966
2083,837,511,149,969,129,857,927.9766,526.7246,138.2261,311.5369
2084,248,919,372,586,771,460,953.4391,325.8122,956.6405,249.401
2085,250,61,203,620,520,910,933.1954,788.7136,486.2674,449.6178
2086,245,862,486,156,866,812,430.7438,486.4619,884.6542,884.2176
2087,919,277,32,917,988,781,521.2422,88.4379,29.097,366.5832
2088,882,177,963,75,392,675,848.3855,203.5991,372.5487,57.9176
2089,976,592,95,69,669,241,787.2457,119.6626,16.5514,92.8726
2090,4,246,896,774,325,702,989.8187,838.897,281.4565,36.3968
2091,150,929,214,221,427,724,459.9103,111.6365,447.2516,946.7871
2092,458,803,724,740,112,882,670.7933,770.0166,851.1273,897.3721
2093,36,689,103,232,552,689,418.7174,255.5307,434.1926,444.702
2094,4,344,597,348,62,945,499.1425,592.7553,790.5357,707.5965
2095,105,127,108,816,59,513,956.615,880.3146,124.6746,688.5707
2096,731,333,1000,596,929,493,831.3024,196.0452,49.1119,851.9767
2097,459,196,787,934,694,197,169.7404,66.0818,483.4931,662.668
2098,59,614,756,29,923,266,451.0427,704.4367,306.1558,51.5358
2099,55,863,336,624,181,707,758.7941,33.3748,146.1288,82.72
2100,265,632,292,379,113,555,947.4511,468.997,291.4891,417.471
2101,389,112,330,381,137,334,937.9144,753.337,181.3961,508.5307
2102,706,465,3,894,460,563,617.7337,166.528,578.5795,754.454
2103,894,417,430,793,851,970,454.0702,906.0496,70.3054,819.8883
2104,423,492,69,956,963,412,29.766,741.1389,343.4562,503.0013
2105,57,654,423,327,574,360,192.7499,934.4249,228.6136,120.9605
2106,361,941,283,140,528,860,15.6293,736.3873,270.541,761.4696
2107,663,793,466,43,824,72,477.4982,104.8362,431.8335,335.9382
2108,158,278,447,358,900,216,554.5219,640.5676,451.3526,189.7768
2109,401,830,290,966,374,851,232.307,671.2254,532.0559,627.5925
2110,555,979,314,32,141,121,875.6887,381.6605,873.8066,994.7637
2111,665,875,781,598,522,965,148.2078,621.8988,507.1661,406.3445
2112,984,172,582,814,601,150,979.3343,768.5715,236.9824,531.5477
2113,595,288,968,36,285,462,701.8298,885.2767,74.3651,803.2874
2114,35,219,300,842,523,446,287.9425,716.9565,989.5632,22.2253
2115,327,548,972,430,390,765,135.4578,606.8045,806.4114,21.816
2116,42,977,511,916,876,325,430.2233,207.8075,775.5847,827.24
2117,867,180,539,800,104,553,323.2742,881.8155,993.1743,586.9401
2118,64,709,822,67,488,968,320.5275,71.8804,312.1463,665.1326
2119,177,769,9,740,800,31,72.9354,790.6688,542.7658,358.5059
2120,527,918,637,21,131,627,689.7517,389.9075,661.289,186.0318
2121,736,629,947,452,524,704,206.14,231.486,514.3749,27.0251
2122,560,490,2,879,361,482,826.9845,678.9376,593.778,212.1701
2123,848,138,15,344,416,684,960.2487,805.7862,346.7156,210.1236
2124,482,127,143,577,853,22,219.1179,790.0943,156.414,574.3729
2125,73,275,805,963,664,194,204.6942,789.2837,139.1473,641.2567
2126,976,969,23,57,607,900,992.0321,836.1563,875.9351,874.4429
2127,184,594,103,824,934,480,722.9275,507.9292,619.5851,314.5226
2128,243,909,660,68,358,819,868.7105,760.2231,360.2196,557.1763
2129,951,173,327,712,632,382,338.7393,168.2784,587.3931,201.2521
2130,12,297,655,119,108,919,773.0459,864.0111,380.0389,764.8401
2131,941,581,569,169,378,991,465.3099,293.4703,249.7507,920.1026
2132,412,768,639,683,448,796,7.7802,307.6027,767.1716,973.9646
2133,639,719,315,708,105,128,408.337,935.1336,74.5092,522.6313
2134,199,326,205,889,941,886,97.2254,73.3152,265.8239,872.8097
2135,964,202,382,149,371,116,278.101,207.8728,323.5287,317.5103
2136,313,343,913,356,944,438,202.7099,70.8619,809.3789,749.3141
2137,754,287,579,250,397,15,288.2842,935.6333,802.0943,989.9567
2138,859,817,696,912,2,478,578.5691,34.4279,610.1564,45.4738
2139,791,617,367,542,306,159,727.2271,620.8905,406.996,397.5041
2140,918,188,327,234,866,488,813.8471,579.5492,209.7229,235.5356
2141,41,336,55,334,124,786,684.7432,624.5712,908.8766,256.5322
2142,421,713,71,984,431,198,791.6063,356.183,940.8912,296.0041
2143,518,147,448,253,265,993,731.3675,139.5555,3.5433,572.5237
2144,583,479,868,821,522,658,265.9351,819.399,470.9085,610.9278
2145,332,875,397,813,425,697,874.4061,779.5717,24.1686,681.0074
2146,757,236,366,525,196,693,890.9171,89.6423,891.2838,381.5445
2147,600,561,896,431,148,810,52.2203,604.6759,415.1685,736.6894
2148,568,960,10,197,373,718,987.5152,861.6347,283.5391,433.6745
2149,580,831,854,925,553,47,781.7898,180.3915,172.5877,412.204
2150,74,108,364,167,291,98,948.1798,237.9276,876.6176,150.0651
2151,317,974,25,794,243,322,935.8683,542.9864,387.102,665.0529
2152,732,512,596,661,294,654,45.8859,937.1644,871.1332,592.2851
2153,663,350,400,519,652,755,522.1333,63.4192,200.9483,732.9421
2154,726,237,949,840,577,454,498.2423,239.1619,75.4568,943.4003
2155,969,93,313,62,885,313,544.878,399.763,928.9299,482.3141
2156,927,251,518,183,541,454,626.5041,665.5879,953.3578,962.103
2157,132,423,895,907,536,625,782.524,475.3455,565.6105,958.6081
2158,821,250,227,344,107,756,244.2774,194.2369,623.3074,85.8874
2159,551,45,792,23,876,102,448.2582,60.6599,901.1928,657.9224
2160,737,238,788,448,43,69,445.7645,656.75,656.5746,597.2377
2161,741,111,893,704,778,166,30.9852,746.222,420.6893,137.9216
2162,687,756,378,89,503,274,320.3531,196.7543,61.1184,889.8433
2163,52,793,258,101,238,25,966.7104,51.3348,334.1803,440.7856
2164,815,649,136,887,1000,454,891.2491,292.4769,598.6567,791.871
2165,705,158,912,477,436,450,320.9529,124.2426,38.3041,140.462
2166,151,57,338,447,255,118,254.644,869.4627,897.9861,554.582
2167,147,457,243,287,918,213,254.0267,964.73,196.6357,521.1391
2168,569,743,240,297,192,165,133.2319,486.5075,487.8822,148.6541
